timestamp,value,metric_name,component_id,component_path,consumer,instance,job
2025-07-12 06:02:28,87,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:03:28,88,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:04:28,89,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:05:28,89,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:06:28,90,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:07:28,90,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:08:28,90,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:09:28,90,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:10:28,90,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:11:28,92,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:12:28,92,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
2025-07-12 06:13:28,92,prometheus_wal_watcher_notifications_skipped_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics
