timestamp,value,metric_name,instance,job,namespace,secret
2025-07-13 17:59:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:00:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:01:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:02:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:03:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:04:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:05:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:06:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:07:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:08:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:09:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:10:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:11:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:12:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:13:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:14:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 18:15:48,216,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,bootstrap-token-abcdef
2025-07-13 17:25:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:26:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:27:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:28:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:29:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:30:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:31:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:32:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:33:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:34:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:35:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:36:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:37:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:38:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:39:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:40:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:41:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:42:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:43:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:44:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:45:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:46:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:47:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:48:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:49:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:50:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:51:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:52:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:53:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:54:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:55:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:56:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:57:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:58:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:59:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:00:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:01:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:02:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:03:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:04:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:05:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:06:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:07:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:08:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:09:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:10:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:11:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:12:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:13:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:14:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 18:15:48,951,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kedaorg-certs
2025-07-13 17:25:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:26:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:27:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:28:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:29:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:30:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:31:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:32:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:33:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:34:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:35:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:36:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:37:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:38:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:39:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:40:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:41:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:42:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:43:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:44:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:45:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:46:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:47:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:48:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:49:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:50:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:51:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:52:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:53:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:54:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:55:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:56:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:57:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:58:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:59:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:00:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:01:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:02:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:03:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:04:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:05:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:06:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:07:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:08:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:09:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:10:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:11:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:12:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:13:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:14:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 18:15:48,709,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,openai-api-key
2025-07-13 17:25:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:26:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:27:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:28:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:29:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:30:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:31:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:32:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:33:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:34:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:35:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:36:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:37:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:38:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:39:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:40:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:41:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:42:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:43:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:44:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:45:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:46:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:47:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:48:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:49:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:50:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:51:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:52:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:53:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:54:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:55:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:56:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
2025-07-13 17:57:48,1075,kube_secret_metadata_resource_version,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,sh.helm.release.v1.keda.v1
